,1,0
 GO:0033555,1,0
 GO:0045738,1,0
 GO:0045739,4,0
 GO:0015078,1,0
 GO:0035925,1,0
 GO:0032024,1,0
 GO:0032026,2,0
 GO:0002862,3,0
 GO:0043950,1,0
 GO:0007611,1,0
 GO:0004656,1,0
 GO:0048245,1,0
 GO:0043425,1,0
 GO:0048246,1,0
 GO:0090662,1,0
 GO:0048240,2,0
 GO:0036002,1,0
 GO:0007435,1,0
 GO:0009615,4,0
 GO:0000701,1,0
 GO:0009617,1,0
 GO:0051081,1,0
 GO:0030971,2,0
 GO:0009612,4,1
 GO:0071889,1,0
 GO:0031430,1,0
 GO:0015670,2,0
GO:0010494,1,0
 GO:0051290,1,0
 GO:0008206,1,0
 GO:0070208,3,0
 GO:0032154,7,0
 GO:0016788,1,0
 GO:0007051,1,0
 GO:0003007,2,0
 GO:0043394,2,0
 GO:0043395,2,0
 GO:0007059,1,0
 GO:0036310,1,0
 GO:0003009,2,0
 GO:0006892,1,0
 GO:0051881,4,0
 GO:0006897,3,0
 GO:0051882,1,0
 GO:0008670,1,0
 GO:0006898,6,0
 GO:0097057,1,0
 GO:0019430,6,0
 GO:0016525,5,1
 GO:0031267,1,0
 GO:0031594,2,0
 GO:0008582,1,0
 GO:0032993,1,0
 GO:0071241,1,0
 GO:0008584,1,0
 GO:0008277,2,0
 GO:0008270,19,0
 GO:0043086,1,0
 GO:0043087,4,0
 GO:0043085,2,0
 GO:0005610,2,0
 GO:0005615,90,3
 GO:0005614,2,0
 GO:0031340,1,0
 GO:0003756,5,0
 GO:0003755,6,0
 GO:0033018,1,0
 GO:0016328,3,0
 GO:0032839,2,0
 GO:0032781,1,0
 GO:0032836,1,0
 GO:0016327,2,0
 GO:0097449,1,0
 GO:0016323,7,0
 GO:0032786,1,0
 GO:0031489,2,0
 GO:0008474,1,0
 GO:0086073,2,1
 GO:0072697,1,0
 GO:0000723,1,0
 GO:0005765,8,0
 GO:0005764,13,1
 GO:0030955,2,0
 GO:0007182,1,0
 GO:0006417,4,0
 GO:0006414,2,0
 GO:0005769,8,0
 GO:0006413,1,0
 GO:0034465,1,0
 GO:1990247,2,0
 GO:0030819,1,0
GO:0005813,8,0
 GO:0030951,1,0
 GO:0017124,5,0
GO:0005814,1,0
 GO:0017127,2,0
 GO:0006098,1,0
 GO:0006099,4,1
 GO:0032947,1,0
 GO:0030277,1,0
 GO:0032496,9,1
 GO:0006096,2,0
 GO:0002534,1,0
 GO:0006094,1,0
 GO:0002536,1,0
 GO:0005548,1,0
 GO:0005819,2,0
 GO:0004362,1,0
 GO:0004815,1,0
 GO:0042623,1,0
 GO:0005813,7,0
 GO:0005540,1,0
 GO:0005543,5,0
 GO:0042587,1,0
 GO:0042629,1,0
 GO:0005544,6,1
 GO:0005815,5,0
 GO:0002244,1,0
 GO:0008089,2,0
 GO:2001244,3,0
 GO:0019207,1,0
 GO:2001240,2,0
 GO:2001241,2,0
 GO:0048646,1,0
GO:0005605,7,0
 GO:0006701,1,0
 GO:0009987,2,0
 GO:0009986,23,1
 GO:0050873,2,0
 GO:0050870,1,0
 GO:0042752,4,0
 GO:0042755,1,0
 GO:0042754,1,0
GO:0043292,2,0
 GO:0019800,2,1
GO:0043296,1,0
 GO:0045254,1,0
 GO:0042249,1,0
 GO:0045252,2,0
 GO:1903259,1,0
 GO:0045259,1,0
 GO:0042246,1,0
 GO:0030099,1,0
 GO:0030097,2,0
 GO:1902721,1,0
GO:0030054,4,0
 GO:0045921,4,0
 GO:0045920,2,0
 GO:0061684,1,0
 GO:0030308,1,0
 GO:0030307,4,0
GO:0005776,1,0
 GO:0030301,2,0
 GO:0060020,1,0
 GO:0050901,1,0
 GO:0061041,1,0
 GO:0034644,2,0
GO:0031901,1,0
 GO:0032231,2,0
 GO:0009898,4,0
 GO:0050729,3,0
 GO:0050728,2,0
 GO:0030521,3,0
 GO:0007184,1,0
 GO:0050727,2,0
 GO:0032079,1,0
 GO:0030529,16,0
 GO:0004148,1,0
 GO:0004149,1,0
 GO:0048471,27,2
 GO:1904178,1,0
 GO:0042803,24,1
 GO:0042802,33,2
 GO:1902618,1,0
 GO:0031143,3,0
 GO:0031146,1,0
 GO:0004386,2,0
 GO:0010837,2,0
 GO:0060332,1,0
 GO:0090277,3,0
 GO:0060335,1,0
 GO:0001047,3,0
 GO:0060487,1,0
 GO:0060338,2,0
 GO:0032071,1,0
 GO:0045109,5,1
 GO:0005856,16,2
 GO:0045104,2,1
 GO:1901673,2,0
 GO:0070053,1,0
 GO:0042461,1,0
 GO:0045103,1,0
 GO:0051017,3,0
 GO:0046847,1,0
 GO:0000245,1,0
 GO:0005583,1,0
 GO:0031328,1,0
GO:0031672,1,0
 GO:0035357,1,0
 GO:0034198,2,0
 GO:0010942,1,0
 GO:0010941,1,0
 GO:0043274,1,0
 GO:1903923,1,0
 GO:0071479,2,0
 GO:0031424,2,0
 GO:0043560,1,0
 GO:0044344,2,0
 GO:1904591,1,0
 GO:0045744,1,0
 GO:0016667,1,0
 GO:0035914,1,0
 GO:0007605,9,0
 GO:0045098,1,0
 GO:0007601,4,0
 GO:0007602,1,0
 GO:0043410,2,0
 GO:0031210,1,0
 GO:0048251,2,0
 GO:0035437,1,0
 GO:0038095,1,0
 GO:0005055,1,0
 GO:0045095,6,1
 GO:0051092,7,1
 GO:0030155,5,0
 GO:0007420,5,0
 GO:0051726,4,0
 GO:0002363,1,0
 GO:0016401,1,0
 GO:0061098,1,0
 GO:0071896,1,1
 GO:0043195,3,0
 GO:0090240,1,0
 GO:0035035,1,0
 GO:0070273,1,0
 GO:0016791,2,0
 GO:0022625,6,0
 GO:0001530,3,0
 GO:0000028,2,0
 GO:0007044,2,0
 GO:0007042,1,0
 GO:0007040,2,0
 GO:0016887,5,0
 GO:0009041,1,0
 GO:0007049,1,0
 GO:0097060,1,0
 GO:0097062,1,0
 GO:0097067,2,0
 GO:0097066,1,0
 GO:0042384,4,0
 GO:1904764,1,0
 GO:1903033,1,0
 GO:0003796,2,0
 GO:0033160,1,0
 GO:0042383,13,1
 GO:1904751,1,0
 GO:0070937,1,0
 GO:0042110,1,0
 GO:0070301,3,0
 GO:0070307,1,0
 GO:0003924,18,0
 GO:0030898,3,0
 GO:0006953,5,0
 GO:0032715,1,0
 GO:0006957,2,0
 GO:0006956,1,0
 GO:0006954,2,0
 GO:0033197,1,1
 GO:0006958,1,0
 GO:0016508,1,0
 GO:0005604,9,0
 GO:0005605,1,0
 GO:0048872,1,0
 GO:0005975,2,0
 GO:0048870,1,0
 GO:0005977,1,0
 GO:0005979,1,0
 GO:0005608,1,0
 GO:0003727,2,0
 GO:0003725,6,0
 GO:0007411,7,0
 GO:0003723,15,0
 GO:0046033,1,1
 GO:0004830,1,0
 GO:0003729,10,0
 GO:0006396,2,0
 GO:0016331,1,0
 GO:0016337,6,1
 GO:0032796,1,0
 GO:0032797,1,0
 GO:0016338,1,0
 GO:0032827,1,0
 GO:0008483,1,0
 GO:0007093,1,0
 GO:0002740,1,0
 GO:0051896,1,0
 GO:0051897,2,0
 GO:0051894,1,0
 GO:0072686,2,0
 GO:0005779,1,0
 GO:0005770,4,0
 GO:0005777,10,2
 GO:0003433,1,0
 GO:0016049,1,0
 GO:0006172,1,1
 GO:0072750,1,0
GO:0005801,1,0
 GO:0042100,1,0
 GO:0042101,1,0
 GO:0042102,1,0
 GO:0021540,1,0
 GO:0032956,1,0
 GO:0002526,1,0
 GO:0032959,1,0
 GO:0032489,1,0
 GO:0032077,1,0
 GO:0002523,2,0
 GO:0002521,1,0
 GO:0042325,1,0
GO:0017101,1,0
 GO:0042327,1,0
 GO:0005802,6,0
GO:0030424,6,0
 GO:2001272,1,0
 GO:0002250,6,0
 GO:0004550,3,1
 GO:0045806,1,0
 GO:0045807,2,0
 GO:0033209,2,1
 GO:0050860,2,0
 GO:0046597,1,0
 GO:0021766,3,0
 GO:0042744,8,1
 GO:0042742,4,0
 GO:0042743,1,0
 GO:0072357,2,0
 GO:0046599,1,0
 GO:0046598,2,0
 GO:0044853,1,0
 GO:0014012,1,0
 GO:0004733,1,0
 GO:0042256,1,0
 GO:0042921,1,0
 GO:0005391,1,0
 GO:0050892,1,0
 GO:1902751,1,0
 GO:0046628,1,0
 GO:0005154,1,0
 GO:0030315,2,0
 GO:0005158,1,0
 GO:0046622,1,0
 GO:0006605,3,0
 GO:0050918,1,0
 GO:0042633,1,0
 GO:0033157,1,0
 GO:0051480,1,0
 GO:0050731,3,0
 GO:0018119,2,0
 GO:0046826,1,0
 GO:0046822,1,0
 GO:0048407,5,0
 GO:0004601,3,0
 GO:0004602,2,0
 GO:0071901,1,0
 GO:0030111,1,0
 GO:0008802,1,0
 GO:0030658,1,0
 GO:0090263,2,0
 GO:2001057,1,0
 GO:0010824,3,0
 GO:0010825,1,0
 GO:0001077,1,0
 GO:0001076,1,0
 GO:0010821,1,0
 GO:1903753,1,0
 GO:0010042,1,0
 GO:0010043,4,0
 GO:0010040,1,0
 GO:0010828,1,0
 GO:0001702,1,0
 GO:0045110,1,0
 GO:0000387,1,0
 GO:0000380,3,0
 GO:0000381,2,0
 GO:0010314,1,0
 GO:2001234,1,0
 GO:0030621,1,0
 GO:0001708,1,0
 GO:0015276,1,0
 GO:1900041,1,0
 GO:0070688,1,0
 GO:1900042,1,0
 GO:0070682,1,0
 GO:0035770,1,0
 GO:0004046,1,1
 GO:0030120,1,0
 GO:0004043,1,0
GO:0005730,1,0
 GO:1902459,1,0
 GO:0031047,1,0
 GO:0031045,1,0
 GO:0010950,1,0
 GO:0010951,1,0
 GO:0001675,1,0
 GO:0045022,2,0
 GO:0006638,1,0
 GO:0006260,1,0
 GO:0031528,2,0
 GO:0031669,1,0
 GO:0071407,4,0
 GO:0031662,1,0
 GO:0071404,1,0
 GO:0031667,3,0
 GO:0031665,2,0
 GO:0061003,1,0
 GO:0001817,1,0
 GO:0033574,2,0
 GO:0035900,1,0
GO:0001669,3,0
 GO:0032008,1,0
 GO:0032009,1,0
 GO:0030574,3,0
 GO:0006734,1,0
 GO:0001819,1,0
 GO:0018149,4,1
 GO:0006268,2,0
 GO:0048227,1,0
 GO:0043407,1,0
 GO:0043403,1,0
 GO:0031593,1,0
 GO:0032405,1,0
 GO:0071346,1,0
 GO:0043408,1,0
 GO:0043409,1,0
 GO:0036064,2,0
 GO:0030957,1,0
 GO:0031523,1,0
 GO:1990712,2,0
 GO:0000724,1,0
 GO:0033688,1,0
 GO:0043495,1,0
 GO:0000729,1,0
 GO:0071312,1,0
 GO:0001928,1,0
 GO:1900138,1,0
 GO:0016890,1,0
 GO:0001921,1,0
 GO:0071318,1,0
 GO:0014902,1,0
 GO:0008076,1,0
 GO:0098547,1,0
 GO:0031468,1,0
 GO:0071466,1,0
 GO:0050431,1,0
 GO:0071799,1,0
 GO:0001970,1,0
 GO:0031467,1,0
 GO:0071460,1,0
 GO:0050767,1,0
 GO:0007569,4,0
 GO:0007568,14,2
 GO:0043197,7,0
 GO:0007565,1,0
 GO:0036111,1,0
 GO:0036112,1,0
 GO:2000778,1,0
 GO:0019001,1,0
 GO:0019003,12,0
 GO:0019005,1,0
 GO:0007098,1,0
 GO:0033194,1,0
 GO:0044070,2,0
 GO:0016504,3,1
 GO:0007097,2,0
 GO:0033198,1,0
 GO:0044406,1,0
 GO:1903020,1,0
 GO:0071222,6,0
 GO:0035924,2,0
 GO:0090636,1,0
 GO:0071468,1,0
 GO:1902991,1,0
 GO:1902990,1,0
 GO:0001701,6,0
 GO:0007143,1,0
 GO:0042511,1,0
 GO:0007416,1,0
 GO:0003735,13,0
 GO:0003730,6,0
 GO:0032564,2,0
 GO:0006388,1,0
 GO:0097413,1,0
 GO:1990428,1,0
 GO:0032760,1,0
 GO:0070584,2,0
 GO:0016342,2,0
 GO:0032769,1,0
 GO:1902766,1,0
 GO:0030502,1,0
